influencer_id,influencer_name,platform,category,followers,engagement_rate_percent,avg_likes,avg_comments,country,brand_collaborations
714,Laurie Wright,Facebook,Beauty,285574,5.29,3564,819,Canada,3
715,Kevin Smith,LinkedIn,Fitness,3243466,8.96,25670,4896,Australia,112
716,Bruce Hall,Twitter,Food,1057175,14.44,23965,6000,USA,128
717,Sarah Greer,LinkedIn,Technology,3881880,9.31,42802,4775,Canada,6
718,Emily Archer,Instagram,Fashion,4889961,2.41,16756,419,Canada,41
719,Kyle Thompson,Facebook,Gaming,3024769,4.55,13083,9900,Canada,12
720,Julie Avila,Instagram,Travel,777616,11.58,40371,3666,USA,162
721,Savannah Morris,TikTok,Travel,2122246,7.56,9492,6526,USA,93
722,Kristen Clay,Facebook,Fitness,874697,10.89,8251,6479,India,56
723,Robert Huynh,Twitter,Beauty,1105748,6.2,15247,9596,UK,64
724,Erin Hoover,Facebook,Technology,4266737,14.08,10228,7555,Australia,147
725,Jason Nelson,YouTube,Food,2999823,3.17,6051,8201,Australia,68
726,Mitchell Ortega,Facebook,Technology,4781741,6.8,20173,9924,UK,183
727,Eric Alvarez,Twitter,Travel,2970895,12.8,7700,2859,Canada,186
728,Yolanda Burke,TikTok,Gaming,1620384,11.16,18967,2374,Canada,187
729,Nicholas Phillips,YouTube,Beauty,894138,8.41,9607,4605,India,42
730,Ann Hawkins,YouTube,Food,1790099,9.4,43724,2139,Canada,100
731,Jennifer Smith,Facebook,Gaming,859675,7.46,2092,4554,India,72
732,Vanessa Blackburn,Facebook,Fashion,3267848,5.71,5393,2696,Australia,97
733,Sarah Benitez,Instagram,Fashion,1942176,8.06,23051,127,USA,182
734,Michael Rios,LinkedIn,Fitness,1102063,8.45,2581,7832,UK,174
735,Peter Gonzales,YouTube,Beauty,2840627,9.23,34564,2229,Canada,200
736,Kristi Hall,Facebook,Fitness,3524206,7.87,13618,3463,UK,179
737,Alexis Irwin,YouTube,Beauty,2223937,4.04,41961,7504,USA,188
738,Adam Smith,LinkedIn,Fitness,1118310,11.02,39940,6872,Australia,48
739,Lisa Stone,Facebook,Fashion,670509,12.55,2791,215,USA,98
740,Kimberly Perry,YouTube,Fashion,12871,7.86,16972,3193,UK,179
741,Richard Schneider,LinkedIn,Gaming,4379224,6.4,25177,5644,USA,128
742,Michelle Quinn,Facebook,Food,573800,6.06,16393,1845,India,92
743,Melissa Ware,LinkedIn,Travel,1523659,1.06,12849,1093,Australia,117
744,Jennifer Gallagher,LinkedIn,Technology,1863114,1.42,3490,7823,Australia,54
745,Veronica Porter,YouTube,Fashion,1955032,7.54,8631,7824,USA,71
746,Shelia Wells,LinkedIn,Technology,719358,11.39,3486,2639,Canada,172
747,Ian Valdez,Twitter,Fashion,3130943,9.49,34538,2467,Canada,140
748,Becky White,Instagram,Food,156502,1.0,9979,2851,India,144
749,Katrina Delgado,YouTube,Beauty,4007307,2.2,8045,8579,Australia,193
750,Donna Dyer,YouTube,Travel,2343742,5.86,42251,5317,Australia,106
751,Nicholas Murphy,YouTube,Fashion,318111,2.84,21586,8475,Canada,90
752,Amy Wells DDS,TikTok,Beauty,965587,7.44,40801,504,USA,43
753,Monica Torres,LinkedIn,Travel,1650302,1.19,35386,948,Canada,1
754,Willie Snyder,TikTok,Technology,2375054,14.15,872,2793,UK,32
755,James Garcia,Instagram,Food,1855176,14.06,33735,8969,Canada,127
756,Miguel Adams,TikTok,Technology,2933226,8.22,22426,8887,UK,2
757,Bobby Brady,Instagram,Technology,4930993,5.74,22071,726,UK,159
758,Austin Patrick,YouTube,Food,3673013,3.46,27120,4792,Canada,33
759,Ryan Woods,TikTok,Technology,3736556,3.49,6940,8870,India,74
760,Justin Andersen,YouTube,Gaming,1127870,1.55,36370,4450,UK,12
761,Michael Hernandez,YouTube,Fashion,2175749,13.69,32015,6345,UK,170
762,Karen Nelson,LinkedIn,Beauty,1623179,14.01,13285,9424,UK,28
763,Matthew Powers,Twitter,Beauty,3572406,11.98,24850,7378,UK,9
764,Robert Hawkins,Twitter,Travel,3705575,8.78,44141,6892,Australia,131
765,Ronald Jones,TikTok,Technology,3020077,8.46,40771,1254,India,14
766,Rachel Reeves,TikTok,Food,3316946,10.04,42115,2497,Canada,75
767,Lisa Hester,LinkedIn,Fitness,769799,8.06,42902,9507,Canada,138
768,Anthony Griffin,TikTok,Fashion,2660449,4.03,4850,2643,UK,148
769,Ashley Greene,Instagram,Food,1785769,13.3,48631,4377,UK,174
770,Chelsea Bonilla,Facebook,Fitness,4375969,14.98,28840,8975,India,70
771,Christopher Jordan,Instagram,Food,3695308,1.04,41274,9673,USA,100
772,Charles Riley,LinkedIn,Beauty,2891383,1.96,29398,6135,Canada,149
773,Mr. Robert Lawrence,Twitter,Travel,1497814,14.8,9246,842,USA,172
774,Thomas Lloyd,YouTube,Technology,1335085,7.57,32626,1950,USA,94
775,Michael White,YouTube,Fashion,3267458,13.47,10212,4102,India,7
776,Sarah Smith DDS,TikTok,Gaming,4636264,11.93,33257,9458,UK,151
777,Cynthia West,YouTube,Gaming,966855,6.14,20084,2995,UK,199
778,Michael Marshall,Instagram,Travel,3258799,6.33,35466,33,UK,126
779,William Scott,Twitter,Travel,4511491,3.98,3126,3387,India,52
780,Molly Baker,YouTube,Beauty,2254748,2.02,41838,6666,UK,168
781,Erin Griffin,LinkedIn,Technology,1586850,2.75,28521,8803,UK,158
782,Dr. Wyatt Lane,TikTok,Beauty,3723934,13.12,1909,8184,India,110
783,Sydney Vega,Facebook,Food,369902,1.35,6608,4574,USA,64
784,Michelle Cole,Instagram,Beauty,3735102,1.44,18304,9707,India,187
785,Timothy Bradley,Facebook,Fitness,4096325,14.89,25496,9192,Canada,22
786,Gabrielle Wilson,Twitter,Food,3201896,4.34,28717,3074,India,92
787,Eric Bailey,Facebook,Beauty,4010833,10.91,507,5345,UK,96
788,Michael Galloway,Instagram,Travel,4208668,7.12,9880,4779,Australia,186
789,Nicole Quinn,Facebook,Fitness,4190877,5.31,32149,8308,UK,60
790,Danielle Henry,Twitter,Gaming,533843,4.51,39707,8263,Australia,121
791,Mason Castro,Twitter,Technology,1453243,6.86,45060,9390,USA,22
792,Katherine Hill,Twitter,Fitness,1351844,2.91,37864,9608,Australia,41
793,Terry Donaldson,Instagram,Fashion,1030055,5.4,30313,2033,USA,36
794,Robert Melton,Facebook,Travel,57379,5.05,17045,5772,Canada,117
795,Mary Wood,Twitter,Technology,4052509,1.99,7339,7632,Canada,100
796,Alexis Wright,TikTok,Travel,60276,5.15,38707,3799,Australia,22
797,Jeanette Davis,Twitter,Technology,829212,6.63,24386,7231,Canada,126
798,Tracey Morgan,TikTok,Technology,3776876,11.53,31153,7114,Canada,103
799,Angela Ortiz,TikTok,Fashion,2112478,7.73,36940,5800,USA,3
800,Jennifer Schneider,Facebook,Beauty,4196427,10.4,42092,2308,Australia,112
801,Timothy Davis,Facebook,Fitness,2608608,5.61,4727,8064,UK,16
802,Bobby Thompson,LinkedIn,Travel,2412876,9.03,32547,8690,USA,152
803,Emma Cooper,YouTube,Food,4684457,8.02,23731,4920,UK,37
804,Holly Orr,Instagram,Gaming,1398636,1.07,45964,9096,UK,178
805,Dawn Sullivan,LinkedIn,Fitness,341512,6.8,39088,8805,Canada,174
806,Lisa Peterson,TikTok,Beauty,1948495,10.03,45029,4535,India,16
807,Brandon Kennedy,YouTube,Technology,3187861,12.21,27289,7094,USA,150
808,Andrea Murphy,Instagram,Technology,314926,4.44,16298,931,USA,23
809,Michael Peterson,LinkedIn,Beauty,4564283,10.75,15767,3981,India,21
810,Miss Breanna Bass,LinkedIn,Technology,911115,13.9,43916,371,Canada,91
811,Christine Stewart,Facebook,Technology,2111506,8.02,34379,8181,UK,96
812,Hunter Smith,Facebook,Fitness,1120289,10.75,37423,6453,India,88
813,Jose Perkins,TikTok,Travel,628633,4.87,30080,4164,UK,117
814,Kaitlin Thomas,Instagram,Food,4390611,3.96,37578,8969,USA,167
815,Nicholas Alvarez,Instagram,Gaming,4209322,7.39,15929,5396,UK,102
816,Christian Rodriguez,TikTok,Fitness,3559564,13.79,43160,3351,Australia,183
817,Dana Oneill,Twitter,Travel,4825856,5.98,28763,4121,India,119
818,Karen Jones,Facebook,Gaming,4479548,13.93,25467,772,India,154
819,Jeffrey Chen,Twitter,Food,4892852,14.9,8548,4341,Canada,155
820,Dustin Cook,TikTok,Gaming,2572266,9.87,11117,9717,USA,101
821,Cheyenne Guerra,TikTok,Travel,4503000,4.98,23816,1935,Canada,152
822,Brent Fisher,TikTok,Travel,3839411,3.68,47737,9952,India,24
823,Mrs. Angela Stevens DVM,TikTok,Beauty,33921,2.84,5151,9960,India,174
824,Joshua Hampton,Twitter,Gaming,2625023,12.98,8436,167,USA,139
825,Melanie Smith,YouTube,Fashion,3811076,3.22,24042,1252,Australia,11
826,Jasmine Burke,Twitter,Beauty,2299614,13.59,25180,2830,UK,186
827,Jorge Harper,YouTube,Fitness,2271476,6.84,2436,1557,Canada,87
828,Charles Cruz,Twitter,Beauty,3566350,6.71,15554,9877,USA,174
829,Krystal Kennedy,YouTube,Technology,2960560,1.51,12460,2174,Canada,33
830,Jennifer Fritz,LinkedIn,Fashion,2710794,4.37,18221,257,USA,14
831,Kevin Briggs DDS,LinkedIn,Beauty,4149300,5.39,34640,4670,India,173
832,Sarah Smith,Instagram,Fitness,2296579,13.52,18652,8690,UK,49
833,Matthew Burch,Facebook,Technology,2907863,1.69,1049,9854,USA,189
834,Jennifer Hardin,LinkedIn,Fashion,2070904,14.18,38389,9277,Australia,120
835,Melissa Saunders,Facebook,Fashion,206046,2.96,19910,3333,India,7
836,Nathan Haney,Instagram,Gaming,101869,7.55,36620,2869,USA,174
837,Allison Hunt,YouTube,Fitness,2757038,10.84,49677,8031,Canada,162
838,James Doyle,Facebook,Technology,1851625,7.85,16959,7242,Canada,17
839,Gina Barker,Facebook,Food,3671612,2.78,14861,5550,UK,80
840,Meagan Jennings,Facebook,Food,4676946,13.97,6478,2964,Canada,105
841,Thomas Baird,Twitter,Fitness,3591246,2.48,38117,3577,Australia,191
842,Anthony White,YouTube,Food,1070856,9.5,46486,855,USA,18
843,Kara Robinson,Twitter,Fashion,2901325,1.82,13711,4192,USA,163
844,James Singh,TikTok,Fitness,2094468,8.97,31069,8860,Australia,165
845,Rachel Cook,Facebook,Beauty,2773958,8.06,29359,7772,USA,56
846,Olivia Drake,YouTube,Travel,4740327,1.98,39662,731,USA,116
847,Amy Rodriguez,Instagram,Fitness,939870,10.64,29040,5699,Australia,63
848,Mary Walker,Facebook,Technology,4760354,10.76,30374,1454,UK,47
849,Tammy Johnson,Instagram,Food,707956,12.06,44228,3083,USA,9
850,Rebecca Fernandez,Twitter,Gaming,3285947,12.99,21412,9818,India,12
851,Tyler Nguyen,Facebook,Fitness,33340,11.04,25912,4135,USA,101
852,Christine Lopez,YouTube,Beauty,2241141,5.06,10609,9251,Canada,151
853,Cory West,YouTube,Gaming,780341,4.54,49917,142,India,119
854,Joshua Williams,TikTok,Food,1261355,3.31,47141,8215,USA,82
855,Kelly Barton,Instagram,Beauty,1319777,7.47,41204,8331,Canada,140
856,Derrick Garrett,Instagram,Fashion,2682063,10.36,39525,3596,USA,139
857,Andrea Noble,Instagram,Fashion,3122677,4.05,38635,730,India,171
858,John Johnson,YouTube,Technology,3549344,3.96,33816,6968,Canada,115
859,Michael Vasquez,Facebook,Travel,2775159,4.97,27178,1995,Canada,43
860,Chris Ellis,TikTok,Gaming,4637719,10.21,1922,3973,UK,71
861,Melissa Campbell,YouTube,Fitness,3533924,9.93,46744,4722,Canada,91
862,Rodney Silva,LinkedIn,Technology,3466410,12.98,4363,5495,UK,192
863,Ryan Taylor,Facebook,Fashion,3447195,11.29,30609,5141,Canada,53
864,Daniel Fisher,Instagram,Beauty,2631517,14.62,33829,6023,India,187
865,Brian Wilson,Twitter,Food,4192766,6.54,23625,9298,UK,149
866,Mary Schultz,TikTok,Fashion,3426807,5.58,2837,3766,USA,115
867,Kari Myers,LinkedIn,Beauty,2641538,3.15,25997,4477,Australia,66
868,Matthew Brown,LinkedIn,Fitness,1172651,2.24,12159,2115,UK,24
869,Angela Shah,TikTok,Travel,2228722,5.74,41643,6053,USA,117
870,Alan Guzman,TikTok,Food,1095392,4.22,3053,4493,India,73
871,Deanna Lee,Facebook,Fitness,1208303,14.1,3862,3049,Australia,121
872,James Anderson,YouTube,Beauty,388876,8.63,31995,2563,USA,152
873,Michelle Watkins,Instagram,Travel,4694969,3.0,13227,5946,USA,80
874,Molly Pierce,YouTube,Travel,1596449,9.49,41909,6070,India,23
875,David Warner,YouTube,Travel,2564659,8.95,17159,439,Canada,111
876,Kathleen Butler,YouTube,Travel,4964101,12.34,3667,8961,Canada,138
877,Ashley Larsen,Twitter,Technology,1782888,10.23,49351,8192,Canada,118
878,Joseph Johnson,TikTok,Travel,202722,1.7,10312,5110,UK,103
879,Jamie Rodriguez,TikTok,Travel,3616000,14.73,20324,9227,USA,111
880,Travis Irwin,LinkedIn,Gaming,41884,10.52,20370,3466,Australia,105
881,Juan Perkins,Twitter,Gaming,4241936,3.22,23429,288,Australia,84
882,Jillian Vasquez,Facebook,Beauty,2814457,9.11,41598,7018,USA,147
883,Brian Webster,TikTok,Food,4000051,12.1,37164,2417,USA,200
884,William Ferguson,Twitter,Beauty,1198502,5.58,10509,8012,USA,162
885,Rachel Garcia,TikTok,Travel,2552564,11.05,47129,9944,USA,122
886,Jacqueline Brooks DDS,Facebook,Food,461133,11.19,11689,3172,USA,65
887,Sarah Rios DDS,TikTok,Food,2109942,13.25,26167,1746,India,91
888,Charles Moody,Facebook,Travel,840952,14.12,47867,6349,India,140
889,Eric Torres,LinkedIn,Food,405307,14.72,11162,8247,Australia,99
890,Stephen Banks,TikTok,Travel,4362685,10.74,11202,4473,UK,155
891,Colleen Davenport,YouTube,Gaming,2138598,13.45,49857,5921,India,134
892,Alexander Obrien,Facebook,Food,3584983,9.7,5780,3780,UK,70
893,Alexander Dominguez,LinkedIn,Fitness,395683,12.9,45673,3875,India,140
894,Cassandra Dean,Instagram,Food,2077800,8.62,38065,3143,UK,121
895,Heather Cox,YouTube,Gaming,3531161,9.2,13435,8113,Canada,155
896,Sarah Nelson,LinkedIn,Travel,2078877,9.84,254,1511,USA,41
897,Paul Decker,YouTube,Fashion,234228,2.07,32944,6033,USA,8
898,Katherine Singleton,YouTube,Travel,50525,9.78,6614,5980,USA,56
899,Jared Jones,YouTube,Beauty,615013,13.99,25985,3572,India,75
900,Timothy Brock,YouTube,Fashion,41858,9.31,11107,7966,India,47
901,Earl Johnson,LinkedIn,Food,2051228,2.71,31813,3088,India,29
902,Cathy Jones,LinkedIn,Fashion,1535548,9.71,16148,1620,Canada,125
903,Stephanie Jackson,LinkedIn,Gaming,2687033,6.58,45271,245,India,179
904,Donald Jackson,Twitter,Travel,48841,10.66,41967,1317,Canada,97
905,Melanie Wise,YouTube,Beauty,2876226,12.8,49760,2873,UK,80
906,Christine Rogers,YouTube,Beauty,4443599,4.34,33543,7900,India,96
907,Paul Henry,Twitter,Food,611107,5.38,20052,7152,Australia,30
908,Ms. Shelby Howard,Twitter,Fashion,953665,7.51,46993,9071,Canada,3
909,Cole Wallace,LinkedIn,Fitness,1119825,7.76,2274,4189,India,12
910,Amanda Jackson,Twitter,Gaming,1992585,10.2,34157,178,Australia,187
911,Lynn Fields,Twitter,Travel,1696383,4.96,42142,1888,USA,53
912,Donna Ellis MD,Twitter,Gaming,1408031,2.59,926,429,UK,154
913,Amy Smith,Twitter,Fashion,1801991,3.49,35907,3844,USA,175
914,Carol Roth,TikTok,Food,2939556,3.62,10597,5933,USA,168
915,Elizabeth Stephens,Instagram,Fitness,361131,13.38,7420,1637,Canada,120
916,Erin Singh,Facebook,Fitness,4732170,5.85,34777,3544,USA,99
917,Marc Johnson,Instagram,Gaming,4145873,10.51,49740,1387,Canada,115
918,Kimberly Thomas,TikTok,Food,4241748,2.55,48725,8818,Canada,189
919,Steven Hawkins,Instagram,Fitness,1139328,14.34,21062,1590,UK,49
920,Wayne Cooke,Facebook,Beauty,4255710,6.56,11194,7102,Canada,60
921,Shannon Benson,Instagram,Travel,133040,3.39,37676,4916,India,124
922,Steve Ward,Instagram,Technology,2836422,3.92,44252,215,UK,51
923,Heather Edwards,Facebook,Beauty,651986,9.52,4966,1013,UK,8
924,Ronald Dunn,Facebook,Fashion,3753716,5.51,34677,4270,Australia,82
925,Stephanie Bender,TikTok,Food,1375193,8.67,29367,1040,USA,128
926,Samuel Henson,TikTok,Travel,4230600,4.51,32352,831,India,144
927,Willie Huber,Twitter,Food,1907074,14.95,25836,4486,UK,11
928,Courtney French,YouTube,Technology,2850966,14.07,21574,147,India,128
929,Jessica Strong,TikTok,Gaming,1371871,7.19,39090,7273,USA,186
930,Ashley Flowers,LinkedIn,Fashion,1154814,8.68,7820,8984,USA,34
931,Chelsea Rodgers,Instagram,Beauty,92286,6.05,10431,1055,USA,66
932,David Flores,YouTube,Beauty,233267,6.98,25223,8771,India,19
933,Victoria Daniels,YouTube,Technology,332687,6.09,2816,6593,UK,17
934,Eric Murphy,Twitter,Gaming,555849,10.44,18002,7796,India,185
935,Mary Lawrence,Twitter,Food,745199,7.45,17894,8879,UK,113
936,Daniel Higgins,LinkedIn,Travel,4755162,7.1,26677,3218,India,42
937,Robert Jones,TikTok,Gaming,2136877,12.61,43369,9918,India,79
938,Betty Campbell,Instagram,Fitness,2498813,8.6,35647,8559,India,148
939,Nicole Sanchez,Instagram,Beauty,524791,13.79,18081,5513,Canada,128
940,Susan Knox,TikTok,Fashion,3374202,7.51,38403,5563,USA,69
941,Patricia Le,Instagram,Fashion,4736321,6.59,31815,659,Australia,40
942,Amber Hall,Facebook,Technology,794204,7.3,5021,7936,Canada,195
943,Heather Flores,YouTube,Gaming,337567,2.81,13576,9115,India,65
944,Bridget Anthony,Facebook,Food,2937069,14.4,33182,2676,Canada,118
945,Jessica Wilson,YouTube,Gaming,1141723,5.52,9849,991,Australia,91
946,Peter Harris,YouTube,Travel,4933971,10.02,17648,8607,Australia,143
947,Joshua Gordon,Facebook,Gaming,3979728,11.97,33001,8193,USA,118
948,Brian Holmes,YouTube,Fitness,1438784,9.67,41297,5581,Canada,176
949,Chase Adams,Facebook,Fashion,134347,3.29,40234,3996,Australia,129
950,Victor Figueroa,YouTube,Gaming,3363857,10.32,39842,8679,UK,197
951,Kathryn Ruiz,Facebook,Technology,3223267,5.01,8968,7473,USA,150
952,Melissa Smith,Twitter,Beauty,4675440,4.26,25849,5702,USA,182
953,Joshua Roman,LinkedIn,Gaming,2012136,9.44,36332,6840,Canada,104
954,Elizabeth Tran,YouTube,Food,1393690,12.05,16413,5483,USA,61
955,Gabriel Alexander,TikTok,Gaming,2616046,13.53,10457,946,India,106
956,John Gonzales,Facebook,Beauty,3558833,3.72,3973,1931,UK,177
957,David Mendoza,TikTok,Gaming,1118300,2.29,12961,4204,UK,46
958,Ashley Kim,YouTube,Beauty,3487325,3.96,34714,9139,Canada,47
959,Sherry Lopez,TikTok,Fashion,1822580,3.73,18667,4540,UK,94
960,Patricia Snyder,Instagram,Gaming,3046650,12.19,42856,5041,USA,70
961,Sheryl Johnson,Instagram,Fashion,2437810,14.08,6997,7674,UK,68
962,Audrey Frey PhD,LinkedIn,Technology,4831693,4.71,31429,4752,USA,196
963,Derek Roberts,LinkedIn,Gaming,680924,9.84,19713,2963,UK,97
964,Amy Hartman,Facebook,Fashion,1994443,8.08,10678,1842,India,105
965,Jason Mullins,Twitter,Travel,2292018,11.53,11479,4143,Canada,74
966,Ann Sanchez,LinkedIn,Food,1494452,9.21,11472,4168,Canada,187
967,Mr. Charles Lee,Twitter,Travel,1714771,5.52,40622,8675,Canada,96
968,Cynthia Smith,Facebook,Fitness,4781831,12.37,237,1021,Canada,81
969,Andrew Foley,Twitter,Fashion,1001168,4.66,34770,3628,UK,123
970,Timothy Hodges,Twitter,Fitness,4772742,3.48,3292,5584,Canada,143
971,Javier Rojas,Twitter,Fitness,1439782,4.64,5095,441,Australia,24
972,Kyle Glass,Facebook,Fitness,1178039,4.51,48779,7858,Australia,164
973,Raymond Gray,Facebook,Fitness,3221618,14.16,48909,797,India,69
974,Julia Clark,TikTok,Gaming,3488670,1.19,48822,9692,Canada,30
975,Elizabeth Franklin,LinkedIn,Gaming,223171,6.29,27180,3990,Canada,80
976,Joseph Kelly,YouTube,Beauty,860327,13.33,4285,8521,Canada,154
977,Geoffrey Bowers,Instagram,Food,311161,6.4,5180,4382,Canada,22
978,William Gray,Instagram,Fashion,2936981,9.14,10893,5237,India,36
979,David Thompson,Instagram,Fashion,1603314,2.14,16767,883,USA,124
980,Lisa Vargas,LinkedIn,Travel,1385602,8.81,27338,8399,USA,164
981,Latasha Ali,YouTube,Fashion,1122257,2.58,36419,6427,India,68
982,David Barron,Facebook,Fashion,4597923,5.13,30383,6492,Canada,159
983,Victoria Martinez,Facebook,Fitness,3798175,8.07,2224,1030,India,74
984,Katrina Wilson,Facebook,Fitness,712163,4.9,16968,6446,India,165
985,Dawn Ramos,TikTok,Fitness,3991340,4.12,16267,8756,Canada,18
986,Wesley Garcia,YouTube,Travel,2970272,9.1,46278,5296,Australia,182
987,Kevin Burke,Facebook,Gaming,2293275,7.4,30937,7176,USA,193
988,Ricky Davenport,LinkedIn,Travel,4109552,10.83,11269,9736,USA,8
989,Matthew Ali,TikTok,Travel,2853246,5.4,30851,9863,Australia,54
990,Jaime Reed,Instagram,Food,3272160,7.21,20539,1653,India,95
991,Maria Mccann,Facebook,Gaming,4922009,4.06,44182,8793,India,82
992,Brian Freeman,YouTube,Travel,38261,11.81,3748,3892,UK,112
993,Alisha Ramos,LinkedIn,Technology,214210,13.24,36245,6734,Australia,162
994,Tina Cruz,Instagram,Beauty,3214397,6.96,40562,6887,USA,92
995,Jennifer Hall,TikTok,Fashion,2578434,10.47,31961,5371,India,44
996,Brenda Williams,LinkedIn,Technology,731417,1.8,8588,6400,USA,170
997,Theresa Jordan,Twitter,Technology,1148376,6.32,6901,8644,India,34
998,Lisa Myers,Facebook,Fashion,2328193,5.83,32980,5738,Australia,163
999,Abigail Walker,Facebook,Fitness,1965049,5.5,22144,2600,UK,165
1000,Amanda Hardy,TikTok,Beauty,2049263,7.59,47934,9698,UK,10
1001,Kayla Bishop,TikTok,Gaming,3752907,11.12,23858,5307,Canada,58
1002,Aaron Garcia,Facebook,Travel,4076527,13.26,49218,5797,USA,85
1003,Bethany King,Facebook,Beauty,638941,3.39,48889,9044,UK,108
1004,Michael Hale,Twitter,Fashion,3842690,12.1,5493,8077,UK,198
1005,Jessica Hoffman,TikTok,Travel,1426202,12.93,49351,2889,Australia,71
1006,Kendra Gonzalez,TikTok,Technology,4720496,10.6,10723,3444,Australia,102
1007,Bradley Cross,LinkedIn,Travel,4164694,4.57,40506,884,USA,16
1008,Martin Stokes,Facebook,Technology,1880639,10.31,2593,7190,India,16
1009,Matthew Mitchell,Instagram,Technology,4700890,4.67,37478,1365,USA,73
1010,Jacob Jenkins,Twitter,Technology,1204783,6.81,30887,5265,USA,178
1011,Hector French,Twitter,Fitness,4559015,5.77,44383,9985,Canada,97
1012,Molly Holmes,LinkedIn,Technology,2078503,5.67,27443,1172,UK,34
1013,Fernando Sellers,Instagram,Technology,3644895,11.47,4002,8394,UK,37
1014,Gabriella Mcguire,YouTube,Fitness,189089,6.57,17366,6698,India,18
1015,Jamie Woods,LinkedIn,Food,4423558,9.38,12476,7373,USA,134
1016,Cindy Rivera,Facebook,Travel,1507242,10.11,12459,3600,Australia,11
1017,Christopher Johnson,LinkedIn,Fashion,2407317,2.43,31620,1413,Canada,13
1018,Timothy Rivers,Twitter,Beauty,2057961,3.83,44492,3811,India,130
1019,Tyler Christian DDS,Instagram,Travel,3135861,5.09,42705,4957,USA,108
1020,Tracy Moore,YouTube,Gaming,3607139,1.76,1141,9930,USA,23
1021,John Porter,LinkedIn,Travel,1867617,7.6,3264,2614,India,9
1022,Rhonda Johnson,TikTok,Food,4869344,4.36,47604,6789,Canada,118
1023,Amy Lewis,TikTok,Technology,3891445,7.37,29993,6204,UK,92
1024,Kenneth Hunt,LinkedIn,Fashion,2925217,5.18,13733,4119,Australia,29
1025,Derek Peterson,Twitter,Technology,2776149,12.28,13341,5889,India,28
1026,Jason Ryan,LinkedIn,Fitness,424808,2.96,37730,5183,UK,53
1027,Mary Burton,LinkedIn,Travel,1972652,12.52,48045,2236,USA,177
1028,Jackie Ward,Instagram,Fitness,2093865,3.64,24035,1164,UK,168
1029,Leroy Navarro,Twitter,Beauty,4363256,5.41,1967,7630,India,37
1030,Timothy Diaz,TikTok,Fitness,3159445,4.51,27794,252,Canada,113
1031,Krystal Farrell,Facebook,Gaming,2361896,11.04,8180,4885,UK,130
1032,Roberto Lang,Instagram,Food,4006660,7.12,18820,9235,USA,189
1033,John Jones,TikTok,Gaming,2139889,10.25,38038,7451,USA,14
1034,Christopher Jenkins MD,Instagram,Food,1462839,9.16,37244,5380,Canada,44
1035,Laura Stephenson,Instagram,Fitness,2894034,3.35,15100,5938,Australia,159
1036,James King,Instagram,Fitness,1731109,7.36,24626,8968,USA,138
1037,Seth Powell,LinkedIn,Travel,2219514,8.43,5646,9715,Australia,77
1038,Robert Murphy,TikTok,Gaming,3006105,14.32,47628,5489,Australia,150
1039,Michael Hendrix,Twitter,Travel,564879,11.49,18207,5157,Canada,169
1040,Christopher Bryant,TikTok,Technology,2460589,14.98,21165,2385,USA,150
1041,Robert Hamilton,Instagram,Technology,50535,1.42,11232,4986,USA,189
1042,Michael Key,LinkedIn,Technology,4416082,6.26,21742,4208,Canada,3
1043,Shannon Russo,TikTok,Beauty,580875,8.03,32086,9835,UK,196
1044,Richard Gates,Twitter,Technology,378923,2.75,24725,7416,India,192
1045,Donald Dennis,YouTube,Beauty,1917880,6.93,42153,5651,India,191
1046,Jessica Stein,Twitter,Fashion,1076208,13.71,3854,5092,India,119
1047,Jessica Vasquez,Instagram,Beauty,4057376,13.6,41731,8134,USA,70
1048,Zachary Hill,YouTube,Fashion,3552381,1.6,27206,1621,USA,170
1049,Levi Keith,TikTok,Travel,2501415,1.18,40606,2109,India,99
1050,Heidi Lang,Facebook,Beauty,2250779,5.9,11731,8012,UK,74
1051,Daniel Morrison,Twitter,Gaming,1504089,11.05,13287,2076,Australia,194
1052,Alexander Jacobs,LinkedIn,Technology,3353193,7.86,6018,5837,India,109
1053,Lisa Phillips,LinkedIn,Fashion,3283139,8.29,22875,5894,Canada,29
1054,Briana Cannon,TikTok,Gaming,2728146,6.11,27389,1346,Canada,107
1055,Sue Allen,Facebook,Fashion,4695918,14.8,37171,3944,Canada,192
1056,Deborah Miller MD,TikTok,Gaming,2005737,6.43,1027,5617,Australia,95
1057,Samuel Lopez,TikTok,Fashion,2631529,2.67,4802,3609,USA,151
1058,John Erickson,YouTube,Fitness,2804650,6.81,8731,4292,UK,20
1059,Glen Jones,TikTok,Travel,4285563,3.08,26582,1123,Australia,33
1060,Richard Murray,Twitter,Gaming,684874,14.28,28257,9318,Canada,190
1061,Christian Burns DVM,Twitter,Food,2617323,8.81,38093,7984,Australia,78
1062,James Lopez MD,LinkedIn,Gaming,4410005,7.74,39848,6710,USA,22
1063,Austin Robinson,YouTube,Fashion,4796377,6.95,22874,2674,Canada,161
1064,Katherine Sanchez,YouTube,Food,428401,4.64,37501,3021,USA,196
1065,Cheryl Gomez,Twitter,Fashion,2916415,12.39,27753,4123,USA,61
1066,Jeremy Parrish,YouTube,Food,37275,14.18,18552,6661,Australia,184
1067,Robert Smith,TikTok,Fitness,84730,2.55,7172,9947,India,147
1068,Bradley Marshall,YouTube,Food,4215516,13.07,44806,298,Australia,93
