campaign_id,campaign_name,platform,campaign_type,impressions,clicks,conversions,ad_spend,revenue,ctr_percent,conversion_rate_percent,roi_percent,campaign_date
2756,Campaign_2756,TikTok,Engagement,227772,18196,8070,4423.69,18957.47,7.99,44.35,328.54,2025-03-14
2757,Campaign_2757,Twitter,Awareness,22701,3181,388,19289.91,56660.43,14.01,12.2,193.73,2025-07-03
2758,Campaign_2758,TikTok,Traffic,358733,60772,5848,19779.61,100270.0,16.94,9.62,406.94,2025-05-18
2759,Campaign_2759,YouTube,Traffic,178217,18061,6000,14270.01,33423.37,10.13,33.22,134.22,2024-06-02
2760,Campaign_2760,Twitter,Traffic,91136,2071,383,3989.92,6336.02,2.27,18.49,58.8,2025-11-19
2761,Campaign_2761,LinkedIn,Sales,210494,37293,7950,18374.13,53059.54,17.72,21.32,188.77,2024-08-16
2762,Campaign_2762,TikTok,Sales,386590,58610,4012,16312.8,31889.25,15.16,6.85,95.49,2025-05-13
2763,Campaign_2763,LinkedIn,Sales,113977,15512,6498,18071.26,38568.78,13.61,41.89,113.43,2025-04-05
2764,Campaign_2764,LinkedIn,Sales,449280,4836,1384,4953.84,9250.42,1.08,28.62,86.73,2024-06-23
2765,Campaign_2765,Facebook,Awareness,398494,54993,5659,23905.88,104015.97,13.8,10.29,335.11,2025-11-26
2766,Campaign_2766,YouTube,Engagement,345731,40740,7792,14051.84,25555.43,11.78,19.13,81.87,2024-06-16
2767,Campaign_2767,LinkedIn,Sales,352527,48669,23068,24121.71,110820.26,13.81,47.4,359.42,2024-10-20
2768,Campaign_2768,Twitter,Traffic,177878,21189,4420,10737.95,35468.99,11.91,20.86,230.31,2024-07-11
2769,Campaign_2769,YouTube,Awareness,396460,65631,7221,4458.26,12885.49,16.55,11.0,189.03,2024-06-23
2770,Campaign_2770,TikTok,Awareness,309391,22798,4326,21703.11,79948.15,7.37,18.98,268.37,2024-06-17
2771,Campaign_2771,TikTok,Awareness,104613,15641,4994,20709.29,101488.8,14.95,31.93,390.06,2025-10-25
2772,Campaign_2772,Facebook,Sales,107934,19711,2906,11283.47,21404.58,18.26,14.74,89.7,2024-12-14
2773,Campaign_2773,Instagram,Sales,359553,62408,24945,13411.5,44795.94,17.36,39.97,234.01,2026-02-07
2774,Campaign_2774,LinkedIn,Sales,267072,47394,10761,3887.75,20567.42,17.75,22.71,429.03,2024-08-21
2775,Campaign_2775,Instagram,Sales,78507,3445,107,20401.86,90519.39,4.39,3.11,343.68,2025-10-19
2776,Campaign_2776,Instagram,Sales,425882,48750,13063,18365.48,79380.56,11.45,26.8,332.23,2024-07-27
2777,Campaign_2777,LinkedIn,Traffic,100841,2233,141,7000.13,25082.19,2.21,6.31,258.31,2024-05-12
2778,Campaign_2778,Twitter,Sales,281908,33994,16627,21658.76,66817.07,12.06,48.91,208.5,2025-10-21
2779,Campaign_2779,Twitter,Traffic,373499,49784,21917,13101.2,26124.08,13.33,44.02,99.4,2025-04-07
2780,Campaign_2780,Facebook,Sales,494600,8979,381,5448.88,13055.3,1.82,4.24,139.6,2024-12-06
2781,Campaign_2781,LinkedIn,Engagement,493679,51836,21198,2509.24,9190.0,10.5,40.89,266.25,2025-12-21
2782,Campaign_2782,YouTube,Awareness,67399,8540,594,8998.74,44533.4,12.67,6.96,394.88,2024-11-29
2783,Campaign_2783,Twitter,Engagement,21975,4190,355,16251.34,31205.24,19.07,8.47,92.02,2026-02-14
2784,Campaign_2784,Twitter,Sales,358131,4149,239,7918.37,25776.4,1.16,5.76,225.53,2026-02-23
2785,Campaign_2785,TikTok,Awareness,39721,6014,854,22835.53,84015.6,15.14,14.2,267.92,2024-08-09
2786,Campaign_2786,Instagram,Sales,120319,23504,9773,12746.7,48659.23,19.53,41.58,281.74,2025-12-30
2787,Campaign_2787,YouTube,Sales,218571,4173,1346,4197.83,7777.26,1.91,32.25,85.27,2026-04-15
2788,Campaign_2788,Twitter,Sales,71907,12252,5787,24022.79,71191.05,17.04,47.23,196.35,2025-02-12
2789,Campaign_2789,Instagram,Awareness,38051,1943,670,19398.73,79452.97,5.11,34.48,309.58,2026-01-07
2790,Campaign_2790,Instagram,Awareness,210583,27391,1762,3672.81,7261.29,13.01,6.43,97.7,2025-11-14
2791,Campaign_2791,TikTok,Sales,244089,9912,2859,16712.08,86564.93,4.06,28.84,417.98,2025-07-19
2792,Campaign_2792,TikTok,Traffic,113783,21413,3557,1407.06,5148.57,18.82,16.61,265.91,2025-08-21
2793,Campaign_2793,Twitter,Engagement,186849,14657,4442,828.52,1631.36,7.84,30.31,96.9,2025-01-02
2794,Campaign_2794,YouTube,Awareness,417187,69287,6841,4165.98,19061.46,16.61,9.87,357.55,2024-10-09
2795,Campaign_2795,Twitter,Sales,57238,5660,143,19851.01,82125.2,9.89,2.53,313.71,2026-04-05
2796,Campaign_2796,YouTube,Sales,493356,45191,336,14622.52,38085.07,9.16,0.74,160.45,2025-02-15
2797,Campaign_2797,LinkedIn,Sales,322645,19790,6203,3655.78,17591.48,6.13,31.34,381.2,2024-12-25
2798,Campaign_2798,Instagram,Awareness,377329,49067,11517,18178.57,87447.61,13.0,23.47,381.05,2025-11-05
2799,Campaign_2799,YouTube,Traffic,432241,29130,11775,16840.29,63381.32,6.74,40.42,276.37,2025-06-09
2800,Campaign_2800,YouTube,Engagement,441747,3239,249,6107.15,19243.98,0.73,7.69,215.11,2024-11-18
2801,Campaign_2801,TikTok,Engagement,110011,14889,2991,13967.53,49171.98,13.53,20.09,252.04,2026-03-17
2802,Campaign_2802,Instagram,Sales,409807,18083,3523,21235.38,49164.92,4.41,19.48,131.52,2024-08-15
2803,Campaign_2803,Facebook,Sales,23445,1576,543,23289.54,70254.69,6.72,34.45,201.66,2024-12-10
2804,Campaign_2804,LinkedIn,Awareness,261296,16126,4617,12624.0,18422.56,6.17,28.63,45.93,2025-08-28
2805,Campaign_2805,LinkedIn,Awareness,242319,48109,23693,24117.85,73662.04,19.85,49.25,205.43,2026-01-28
2806,Campaign_2806,Twitter,Awareness,226185,15955,1114,3598.83,8673.23,7.05,6.98,141.0,2025-05-20
2807,Campaign_2807,Twitter,Awareness,189511,21934,4327,23846.4,44878.29,11.57,19.73,88.2,2024-05-28
2808,Campaign_2808,Instagram,Awareness,126306,23976,11688,21728.13,29099.33,18.98,48.75,33.92,2026-01-10
2809,Campaign_2809,TikTok,Traffic,18839,3523,793,22745.52,66958.76,18.7,22.51,194.38,2026-01-21
2810,Campaign_2810,TikTok,Engagement,203234,28734,12941,8052.35,11909.38,14.14,45.04,47.9,2024-12-09
2811,Campaign_2811,Facebook,Traffic,205019,19680,7015,21165.88,111476.7,9.6,35.65,426.68,2025-05-09
2812,Campaign_2812,TikTok,Awareness,451229,14949,1171,21000.87,47876.27,3.31,7.83,127.97,2025-11-21
2813,Campaign_2813,LinkedIn,Awareness,67965,1722,618,1955.26,3342.7,2.53,35.89,70.96,2025-08-22
2814,Campaign_2814,TikTok,Sales,30305,2697,104,20249.37,88443.93,8.9,3.86,336.77,2026-01-29
2815,Campaign_2815,TikTok,Sales,62626,8361,3315,7266.16,38189.49,13.35,39.65,425.58,2026-03-20
2816,Campaign_2816,Twitter,Engagement,232196,34834,1446,13837.13,47357.07,15.0,4.15,242.25,2025-04-14
2817,Campaign_2817,Instagram,Engagement,244755,8038,656,15022.31,74123.99,3.28,8.16,393.43,2024-12-11
2818,Campaign_2818,TikTok,Traffic,379258,8969,3846,2568.66,8697.38,2.36,42.88,238.6,2025-05-06
2819,Campaign_2819,Instagram,Awareness,63302,5038,270,11817.68,25827.69,7.96,5.36,118.55,2025-03-10
2820,Campaign_2820,TikTok,Engagement,436244,38712,11883,24264.25,128642.17,8.87,30.7,430.17,2025-12-17
2821,Campaign_2821,Instagram,Traffic,114592,14127,1483,3298.04,6745.09,12.33,10.5,104.52,2025-10-16
2822,Campaign_2822,TikTok,Traffic,105276,12433,4405,21555.41,88557.69,11.81,35.43,310.84,2024-05-17
2823,Campaign_2823,Instagram,Awareness,378788,57293,19584,6717.14,8917.95,15.13,34.18,32.76,2025-12-24
2824,Campaign_2824,LinkedIn,Traffic,184987,14039,5547,20189.51,91683.0,7.59,39.51,354.11,2025-10-03
2825,Campaign_2825,TikTok,Traffic,92095,15400,7602,6728.42,20731.22,16.72,49.36,208.11,2024-12-05
2826,Campaign_2826,YouTube,Sales,441590,20518,1343,9154.23,13507.25,4.65,6.55,47.55,2024-09-14
2827,Campaign_2827,TikTok,Traffic,376727,63259,671,1286.07,6961.8,16.79,1.06,441.32,2024-06-06
2828,Campaign_2828,Instagram,Awareness,233117,7564,1322,24144.48,94052.45,3.24,17.48,289.54,2025-04-14
2829,Campaign_2829,TikTok,Awareness,426863,16267,464,11449.82,37650.57,3.81,2.85,228.83,2025-07-23
2830,Campaign_2830,LinkedIn,Sales,489162,34071,1273,981.37,3942.11,6.97,3.74,301.69,2025-12-12
2831,Campaign_2831,Twitter,Engagement,295148,51349,18139,2164.65,9251.89,17.4,35.32,327.41,2024-06-23
2832,Campaign_2832,Instagram,Engagement,311029,1198,372,6607.62,36270.45,0.39,31.05,448.92,2026-04-08
2833,Campaign_2833,Instagram,Engagement,421281,23560,742,6760.28,25811.1,5.59,3.15,281.81,2024-12-01
2834,Campaign_2834,TikTok,Sales,348996,66130,25936,19691.48,68437.9,18.95,39.22,247.55,2024-10-29
2835,Campaign_2835,Instagram,Traffic,349752,9535,1677,11849.57,36588.8,2.73,17.59,208.78,2024-07-28
2836,Campaign_2836,TikTok,Awareness,210394,40517,18286,18872.72,30929.34,19.26,45.13,63.88,2024-08-21
2837,Campaign_2837,TikTok,Engagement,87825,8087,2036,7523.05,10616.14,9.21,25.18,41.11,2026-03-23
2838,Campaign_2838,YouTube,Engagement,140150,8644,1477,19173.78,59029.22,6.17,17.09,207.86,2024-11-01
2839,Campaign_2839,Instagram,Awareness,315588,38254,3783,24893.93,77621.57,12.12,9.89,211.81,2024-06-12
2840,Campaign_2840,Twitter,Sales,383024,35617,5461,22143.91,107329.82,9.3,15.33,384.69,2025-10-19
2841,Campaign_2841,LinkedIn,Sales,23792,1877,528,1749.03,5564.0,7.89,28.13,218.12,2024-07-02
2842,Campaign_2842,Twitter,Awareness,65412,2458,891,1845.6,3471.47,3.76,36.25,88.09,2026-02-04
2843,Campaign_2843,LinkedIn,Awareness,340733,35012,3165,21315.67,108247.93,10.28,9.04,407.83,2024-10-25
2844,Campaign_2844,LinkedIn,Traffic,133318,13103,5656,17694.52,68042.52,9.83,43.17,284.54,2024-05-16
2845,Campaign_2845,Instagram,Engagement,482295,20215,1884,2545.77,7920.31,4.19,9.32,211.12,2025-05-11
2846,Campaign_2846,Instagram,Traffic,496436,87702,33356,1248.13,5900.53,17.67,38.03,372.75,2025-09-15
2847,Campaign_2847,Instagram,Traffic,478799,35083,10015,13610.05,25737.7,7.33,28.55,89.11,2024-05-13
2848,Campaign_2848,LinkedIn,Traffic,471466,47668,17153,13072.06,67798.76,10.11,35.98,418.65,2024-09-20
2849,Campaign_2849,Instagram,Awareness,275734,25497,7220,23346.42,82135.72,9.25,28.32,251.81,2024-05-19
2850,Campaign_2850,Twitter,Awareness,146053,18697,817,10760.3,27727.7,12.8,4.37,157.69,2025-02-24
2851,Campaign_2851,LinkedIn,Traffic,444535,24570,3145,9816.12,15372.54,5.53,12.8,56.61,2025-12-30
2852,Campaign_2852,LinkedIn,Engagement,57974,2376,373,13017.01,43589.32,4.1,15.7,234.86,2025-11-28
2853,Campaign_2853,LinkedIn,Sales,424954,22672,9878,16925.1,61043.12,5.34,43.57,260.67,2025-01-11
2854,Campaign_2854,TikTok,Awareness,252933,48592,12898,14675.6,80655.73,19.21,26.54,449.59,2025-11-29
2855,Campaign_2855,Instagram,Traffic,150055,2413,776,6118.76,10444.91,1.61,32.16,70.7,2025-10-02
2856,Campaign_2856,Twitter,Sales,68978,6809,1799,1578.52,8000.29,9.87,26.42,406.82,2025-03-22
2857,Campaign_2857,LinkedIn,Sales,102814,16974,4704,17017.72,79582.75,16.51,27.71,367.65,2025-06-19
2858,Campaign_2858,LinkedIn,Traffic,184748,25732,5850,3121.72,16243.38,13.93,22.73,420.33,2026-02-14
2859,Campaign_2859,TikTok,Engagement,105276,10596,5292,1606.61,6105.78,10.06,49.94,280.04,2025-08-13
2860,Campaign_2860,Facebook,Traffic,447825,80930,24712,9901.4,22468.42,18.07,30.54,126.92,2026-04-17
2861,Campaign_2861,TikTok,Awareness,23432,2088,513,13036.67,24147.36,8.91,24.57,85.23,2025-11-13
2862,Campaign_2862,Facebook,Sales,90189,12076,887,9955.41,18787.56,13.39,7.35,88.72,2025-02-06
2863,Campaign_2863,Instagram,Sales,442810,83616,26698,7242.82,25718.25,18.88,31.93,255.09,2024-05-24
2864,Campaign_2864,LinkedIn,Awareness,149417,18518,6605,13551.23,45502.02,12.39,35.67,235.78,2026-01-16
2865,Campaign_2865,YouTube,Traffic,471548,58135,4554,24632.8,71418.14,12.33,7.83,189.93,2025-08-10
2866,Campaign_2866,Instagram,Awareness,325591,38732,2283,10910.4,42331.57,11.9,5.89,287.99,2024-09-28
2867,Campaign_2867,Twitter,Sales,167233,3420,489,24968.41,42088.47,2.05,14.3,68.57,2026-05-02
2868,Campaign_2868,YouTube,Traffic,197562,11698,1725,18011.0,29974.45,5.92,14.75,66.42,2026-01-14
2869,Campaign_2869,Instagram,Engagement,387337,54429,63,8872.36,48073.59,14.05,0.12,441.84,2024-10-13
2870,Campaign_2870,Twitter,Awareness,178410,34491,3143,10314.9,46963.36,19.33,9.11,355.3,2026-02-06
2871,Campaign_2871,Facebook,Traffic,487107,22702,5953,22707.51,54434.25,4.66,26.22,139.72,2026-04-23
2872,Campaign_2872,Twitter,Awareness,85835,5295,560,15598.85,47488.3,6.17,10.58,204.43,2025-10-08
2873,Campaign_2873,LinkedIn,Traffic,467725,26329,11469,7584.23,10022.53,5.63,43.56,32.15,2025-09-17
2874,Campaign_2874,Twitter,Awareness,220797,5140,1975,19012.33,62402.84,2.33,38.42,228.22,2024-05-14
2875,Campaign_2875,LinkedIn,Awareness,414959,68605,8358,17654.77,66321.08,16.53,12.18,275.66,2025-01-05
2876,Campaign_2876,LinkedIn,Sales,296630,36457,143,21724.32,69201.03,12.29,0.39,218.54,2024-10-28
2877,Campaign_2877,Instagram,Sales,60802,5448,376,11349.85,33810.16,8.96,6.9,197.89,2024-05-24
2878,Campaign_2878,TikTok,Engagement,450262,43788,20449,5025.35,14555.6,9.73,46.7,189.64,2024-08-14
2879,Campaign_2879,YouTube,Traffic,296216,28668,10150,16747.61,64559.5,9.68,35.41,285.48,2024-05-12
2880,Campaign_2880,LinkedIn,Engagement,375155,73030,28908,8134.59,27486.04,19.47,39.58,237.89,2025-08-29
2881,Campaign_2881,Facebook,Awareness,371071,12835,2731,8836.98,20530.44,3.46,21.28,132.32,2024-12-21
2882,Campaign_2882,YouTube,Awareness,68010,3033,1306,3801.81,14356.26,4.46,43.06,277.62,2024-11-12
2883,Campaign_2883,Twitter,Awareness,452928,63620,11889,6536.71,33949.17,14.05,18.69,419.36,2025-10-18
2884,Campaign_2884,Twitter,Awareness,194161,8431,626,12124.78,36576.5,4.34,7.42,201.67,2024-10-05
2885,Campaign_2885,TikTok,Sales,129049,20529,8861,18941.31,67952.51,15.91,43.16,258.75,2025-03-18
2886,Campaign_2886,YouTube,Awareness,230855,21603,4122,10564.35,44900.95,9.36,19.08,325.02,2025-08-15
2887,Campaign_2887,TikTok,Traffic,279834,38962,8566,8527.52,32215.47,13.92,21.99,277.78,2026-01-17
2888,Campaign_2888,Facebook,Sales,14025,1100,62,15055.88,60234.17,7.84,5.64,300.07,2025-09-20
2889,Campaign_2889,TikTok,Traffic,166611,18378,4149,4883.72,12020.13,11.03,22.58,146.13,2024-10-24
2890,Campaign_2890,TikTok,Awareness,367778,36910,18293,15528.07,47434.56,10.04,49.56,205.48,2026-01-17
2891,Campaign_2891,Facebook,Engagement,181376,29560,4344,4464.82,21104.41,16.3,14.7,372.68,2026-04-05
2892,Campaign_2892,Instagram,Traffic,232083,24867,8078,19028.52,50647.11,10.71,32.48,166.16,2024-11-14
2893,Campaign_2893,LinkedIn,Awareness,420264,41438,10500,24136.57,48920.88,9.86,25.34,102.68,2025-03-04
2894,Campaign_2894,TikTok,Traffic,232901,9575,2036,21497.41,59955.79,4.11,21.26,178.9,2026-03-13
2895,Campaign_2895,Facebook,Awareness,420663,18145,3069,19375.41,51286.35,4.31,16.91,164.7,2025-04-25
2896,Campaign_2896,YouTube,Awareness,66832,7496,2641,8683.05,33129.59,11.22,35.23,281.54,2025-03-23
2897,Campaign_2897,YouTube,Sales,14800,2422,921,4426.47,8866.1,16.36,38.03,100.3,2024-09-12
2898,Campaign_2898,TikTok,Traffic,164199,6932,3171,20055.7,60993.04,4.22,45.74,204.12,2024-06-25
2899,Campaign_2899,TikTok,Awareness,172852,27295,2250,19213.32,73722.94,15.79,8.24,283.71,2025-12-17
2900,Campaign_2900,Instagram,Engagement,64345,2295,412,7382.8,40081.4,3.57,17.95,442.9,2025-11-26
2901,Campaign_2901,TikTok,Awareness,487479,66976,16512,13568.52,46450.46,13.74,24.65,242.34,2025-05-29
2902,Campaign_2902,LinkedIn,Traffic,13208,2557,1149,867.84,2812.42,19.36,44.94,224.07,2025-11-18
2903,Campaign_2903,Instagram,Sales,262287,47593,16254,24795.11,43385.6,18.15,34.15,74.98,2024-07-28
2904,Campaign_2904,Instagram,Engagement,312954,40028,11792,11380.16,52098.96,12.79,29.46,357.81,2025-12-27
2905,Campaign_2905,Twitter,Traffic,243892,9841,3396,19916.94,96931.56,4.03,34.51,386.68,2024-07-22
2906,Campaign_2906,YouTube,Engagement,49919,3412,1545,3217.24,6138.12,6.84,45.28,90.79,2024-09-06
2907,Campaign_2907,TikTok,Engagement,129961,25098,12497,22170.2,59222.07,19.31,49.79,167.12,2024-09-23
2908,Campaign_2908,Facebook,Sales,375132,51576,24709,13541.1,43103.74,13.75,47.91,218.32,2024-12-30
2909,Campaign_2909,Twitter,Sales,203197,18349,8472,4783.3,8370.98,9.03,46.17,75.0,2024-12-22
2910,Campaign_2910,Facebook,Awareness,273959,22253,4198,9369.71,41558.53,8.12,18.86,343.54,2026-04-22
2911,Campaign_2911,Twitter,Traffic,26481,4516,1092,7984.83,22197.33,17.05,24.18,177.99,2024-07-30
2912,Campaign_2912,YouTube,Sales,187492,10544,1662,21214.99,32455.25,5.62,15.76,52.98,2025-08-27
2913,Campaign_2913,Twitter,Traffic,90826,15662,2388,19358.9,74406.7,17.24,15.25,284.35,2026-05-03
2914,Campaign_2914,YouTube,Sales,367654,12123,3742,11240.51,50877.7,3.3,30.87,352.63,2025-07-30
2915,Campaign_2915,LinkedIn,Traffic,358388,39465,5501,12487.49,16633.74,11.01,13.94,33.2,2024-06-21
2916,Campaign_2916,Instagram,Awareness,369180,23245,1242,22494.61,61199.06,6.3,5.34,172.06,2026-04-23
2917,Campaign_2917,Facebook,Engagement,430057,9817,3220,24076.75,114480.53,2.28,32.8,375.48,2025-07-27
2918,Campaign_2918,YouTube,Engagement,384739,26475,593,9972.02,54602.98,6.88,2.24,447.56,2025-02-12
2919,Campaign_2919,YouTube,Engagement,387060,72476,33017,20828.72,48886.9,18.72,45.56,134.71,2024-11-24
2920,Campaign_2920,Twitter,Awareness,454475,31083,14485,7986.8,10812.41,6.84,46.6,35.38,2026-04-05
2921,Campaign_2921,LinkedIn,Awareness,279852,5530,1673,11293.27,38082.86,1.98,30.25,237.22,2026-03-11
2922,Campaign_2922,Facebook,Engagement,451744,56703,11366,24728.02,59324.32,12.55,20.04,139.91,2026-01-16
2923,Campaign_2923,LinkedIn,Engagement,147181,9581,3552,1810.44,6312.04,6.51,37.07,248.65,2025-09-27
2924,Campaign_2924,Twitter,Awareness,370937,9645,3942,15267.8,32596.81,2.6,40.87,113.5,2024-07-12
2925,Campaign_2925,Twitter,Engagement,18162,3628,1455,16447.32,84119.78,19.98,40.1,411.45,2025-06-09
2926,Campaign_2926,LinkedIn,Engagement,136313,22091,9810,3521.65,12352.23,16.21,44.41,250.75,2025-04-03
2927,Campaign_2927,TikTok,Sales,468297,71630,25346,20195.68,73551.93,15.3,35.38,264.2,2024-10-05
2928,Campaign_2928,Facebook,Traffic,473889,91518,39296,1992.56,10900.88,19.31,42.94,447.08,2025-01-08
2929,Campaign_2929,TikTok,Sales,313444,47076,4403,21019.01,34681.63,15.02,9.35,65.0,2025-01-30
2930,Campaign_2930,Twitter,Traffic,143060,13348,1955,1392.52,2207.19,9.33,14.65,58.5,2024-12-17
2931,Campaign_2931,LinkedIn,Sales,382492,34113,5785,7061.09,35938.14,8.92,16.96,408.96,2024-09-21
2932,Campaign_2932,Instagram,Sales,320584,30460,2716,13275.85,29532.78,9.5,8.92,122.45,2024-12-07
2933,Campaign_2933,YouTube,Sales,69102,11585,5452,13967.79,18568.21,16.77,47.06,32.94,2025-04-07
2934,Campaign_2934,LinkedIn,Sales,100388,17943,8482,23141.77,98590.19,17.87,47.27,326.03,2025-08-17
2935,Campaign_2935,YouTube,Sales,97966,5774,546,1597.16,2719.94,5.89,9.46,70.3,2024-12-22
2936,Campaign_2936,TikTok,Traffic,102132,1069,58,2044.25,7041.81,1.05,5.43,244.47,2025-09-21
2937,Campaign_2937,Twitter,Traffic,208916,8511,421,22796.0,77143.25,4.07,4.95,238.41,2025-02-22
2938,Campaign_2938,Facebook,Sales,384795,51624,4037,774.5,1207.86,13.42,7.82,55.95,2024-08-29
2939,Campaign_2939,YouTube,Engagement,205387,26147,1572,7574.72,38966.31,12.73,6.01,414.43,2025-01-09
2940,Campaign_2940,LinkedIn,Awareness,496830,42854,21345,6477.23,34048.49,8.63,49.81,425.66,2025-12-04
2941,Campaign_2941,LinkedIn,Sales,422178,64253,9105,10817.93,47919.35,15.22,14.17,342.96,2024-11-18
2942,Campaign_2942,Facebook,Awareness,112229,11317,2584,10512.37,57024.36,10.08,22.83,442.45,2025-11-05
2943,Campaign_2943,TikTok,Traffic,28281,1029,151,18466.71,101136.93,3.64,14.67,447.67,2025-04-05
2944,Campaign_2944,Facebook,Traffic,490247,24904,107,9566.43,45029.14,5.08,0.43,370.7,2024-12-27
2945,Campaign_2945,TikTok,Traffic,239394,5884,1407,978.86,4074.83,2.46,23.91,316.28,2026-02-15
2946,Campaign_2946,Instagram,Traffic,480226,88614,25604,10841.0,17299.18,18.45,28.89,59.57,2025-04-24
2947,Campaign_2947,Twitter,Sales,490321,49623,9850,21753.84,92421.68,10.12,19.85,324.85,2025-08-20
2948,Campaign_2948,TikTok,Engagement,157950,1051,463,11452.01,29693.95,0.67,44.05,159.29,2024-07-05
2949,Campaign_2949,Facebook,Sales,414973,82082,30814,1527.96,5875.4,19.78,37.54,284.53,2024-06-03
2950,Campaign_2950,TikTok,Traffic,235389,28504,9032,5456.4,19545.0,12.11,31.69,258.2,2025-09-13
2951,Campaign_2951,YouTube,Traffic,93522,13727,5021,11748.28,14877.25,14.68,36.58,26.63,2025-09-22
2952,Campaign_2952,TikTok,Traffic,302568,37400,17090,22493.8,81714.05,12.36,45.7,263.27,2025-08-23
2953,Campaign_2953,LinkedIn,Traffic,419777,81526,4811,9420.07,26331.75,19.42,5.9,179.53,2026-03-21
2954,Campaign_2954,TikTok,Awareness,104691,12895,3765,21175.38,77252.1,12.32,29.2,264.82,2024-09-08
2955,Campaign_2955,TikTok,Engagement,373443,32030,2122,1045.79,1646.07,8.58,6.63,57.4,2024-06-02
2956,Campaign_2956,YouTube,Traffic,248316,42357,17154,14644.15,69903.25,17.06,40.5,377.35,2025-08-14
2957,Campaign_2957,LinkedIn,Engagement,17703,2239,211,14055.75,17220.13,12.65,9.42,22.51,2026-04-08
2958,Campaign_2958,LinkedIn,Engagement,499959,19245,1243,19707.14,54257.5,3.85,6.46,175.32,2026-04-03
2959,Campaign_2959,Twitter,Sales,71749,8545,4036,11694.49,49538.86,11.91,47.23,323.61,2025-10-10
2960,Campaign_2960,Instagram,Sales,265998,20450,6359,15252.02,69723.86,7.69,31.1,357.15,2025-07-21
2961,Campaign_2961,YouTube,Traffic,156974,4011,1296,17962.87,52668.85,2.56,32.31,193.21,2025-03-21
2962,Campaign_2962,Facebook,Awareness,149602,6800,716,3952.38,20769.79,4.55,10.53,425.5,2024-06-14
2963,Campaign_2963,YouTube,Awareness,245551,4499,1132,18164.65,50419.58,1.83,25.16,177.57,2025-05-17
2964,Campaign_2964,Instagram,Engagement,441650,73555,22765,17184.87,48173.46,16.65,30.95,180.32,2025-08-29
2965,Campaign_2965,YouTube,Engagement,238126,34147,4192,570.71,2103.24,14.34,12.28,268.53,2024-10-13
2966,Campaign_2966,Instagram,Awareness,270542,1003,413,14575.8,76287.07,0.37,41.18,423.38,2026-05-02
2967,Campaign_2967,TikTok,Engagement,341412,53336,7244,23170.85,117324.41,15.62,13.58,406.34,2025-04-19
2968,Campaign_2968,TikTok,Sales,37703,4763,753,5676.17,10131.13,12.63,15.81,78.49,2025-10-31
2969,Campaign_2969,Facebook,Awareness,273768,11679,4637,15470.15,77597.1,4.27,39.7,401.59,2024-07-27
2970,Campaign_2970,LinkedIn,Sales,40624,1728,547,13244.18,69728.96,4.25,31.66,426.49,2025-05-03
2971,Campaign_2971,TikTok,Awareness,94367,9579,3757,6389.08,11410.09,10.15,39.22,78.59,2025-12-15
2972,Campaign_2972,Facebook,Awareness,214202,36536,12277,653.05,968.75,17.06,33.6,48.34,2024-09-06
2973,Campaign_2973,YouTube,Traffic,57954,2903,1226,9609.14,11573.35,5.01,42.23,20.44,2025-05-01
2974,Campaign_2974,TikTok,Awareness,474471,15314,6736,16594.96,42390.64,3.23,43.99,155.44,2025-03-18
2975,Campaign_2975,TikTok,Awareness,401921,6717,3096,9386.82,49488.43,1.67,46.09,427.21,2024-12-05
2976,Campaign_2976,Instagram,Traffic,440343,75647,8973,5390.43,7229.43,17.18,11.86,34.12,2025-01-17
2977,Campaign_2977,Twitter,Awareness,321242,21572,290,612.79,2010.34,6.72,1.34,228.06,2024-10-04
2978,Campaign_2978,Facebook,Sales,469935,67083,20514,14263.47,37186.06,14.27,30.58,160.71,2025-08-02
2979,Campaign_2979,TikTok,Sales,435055,85654,9280,20037.49,69012.78,19.69,10.83,244.42,2024-06-28
2980,Campaign_2980,TikTok,Awareness,463616,55018,11342,3721.87,8580.74,11.87,20.62,130.55,2025-12-16
2981,Campaign_2981,YouTube,Traffic,226750,6773,2607,19929.27,68020.25,2.99,38.49,241.31,2025-07-23
2982,Campaign_2982,Twitter,Awareness,116002,11186,4460,2524.74,12818.85,9.64,39.87,407.73,2025-05-28
2983,Campaign_2983,LinkedIn,Traffic,28623,3112,730,1612.4,4373.99,10.87,23.46,171.27,2025-10-05
2984,Campaign_2984,YouTube,Engagement,126276,23433,3051,2183.66,10999.81,18.56,13.02,403.73,2025-08-20
2985,Campaign_2985,Facebook,Sales,239559,17779,8635,19216.55,91136.07,7.42,48.57,374.26,2025-12-08
2986,Campaign_2986,LinkedIn,Traffic,230555,35730,2031,10437.97,24779.08,15.5,5.68,137.39,2025-01-22
2987,Campaign_2987,Twitter,Engagement,30404,4516,1884,5247.03,18659.49,14.85,41.72,255.62,2025-05-15
2988,Campaign_2988,YouTube,Engagement,477138,40265,17808,12832.81,45592.39,8.44,44.23,255.28,2024-07-28
2989,Campaign_2989,Twitter,Engagement,429536,30864,6318,23067.86,106816.02,7.19,20.47,363.05,2024-12-14
2990,Campaign_2990,TikTok,Traffic,222804,10037,4475,1662.1,4381.57,4.5,44.59,163.62,2025-06-21
2991,Campaign_2991,Facebook,Engagement,496021,37267,1692,10140.1,31744.98,7.51,4.54,213.06,2025-03-02
